"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN","WSF2","WSF5","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT13","WT14","WT16","WT21"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-01","11.86","0.00","0.0","0.0","58","46","29.1","36.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-02","6.71","0.00","0.0","0.0","58","41","18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-03","5.82","0.00","0.0","0.0","65","45","17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-04","4.70","0.00","0.0","0.0","68","48","15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-05","4.47","0.00","0.0","0.0","77","48","13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-06","4.92","0.00","0.0","0.0","76","51","12.1","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-07","3.80","0.00","0.0","0.0","82","51","14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-08","2.46","0.00","0.0","0.0","89","52","13.0","15.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-09","4.92","0.00","0.0","0.0","88","60","18.1","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-10","4.92","0.00","0.0","0.0","85","60","15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-11","4.25","0.00","0.0","0.0","79","57","13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-12","4.92","0.00","0.0","0.0","79","55","13.0","17.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-13","4.47","0.00","0.0","0.0","62","50","14.1","18.1","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-14","4.25","0.00","0.0","0.0","69","48","16.1",,"    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-15","4.47","0.00","0.0","0.0","86","56","13.0","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-16","5.59","0.00","0.0","0.0","88","59","15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-17","6.93","0.60","0.0","0.0","73","55","18.1","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-18","9.62","0.13","0.0","0.0","64","55","19.9","28.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-19","6.26","0.00","0.0","0.0","64","51","16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-20","4.92","0.00","0.0","0.0","66","51","16.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-21","4.03","0.00","0.0","0.0","65","51","17.0","19.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-22","5.82","0.00","0.0","0.0","75","51","15.0","19.9","    1","    1",,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-23","6.04","0.00","0.0","0.0","83","54","13.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-24","7.61","0.00","0.0","0.0","81","60","16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-25","6.93","0.00","0.0","0.0","79","55","17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-26","5.82","0.00","0.0","0.0","71","54","17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-27","3.58","0.00","0.0","0.0","67","52","14.1","17.0","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-28","3.80","0.00","0.0","0.0","67","54","13.0","16.1","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-29","4.47","0.00","0.0","0.0","65","56","14.1","17.0","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-01","5.14","0.00","0.0","0.0","66","55","14.1","18.1","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-02","5.59","0.00","0.0","0.0","65","53","15.0","19.9","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-03","5.82","0.00","0.0","0.0","66","55","14.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-04","6.04","0.00","0.0","0.0","67","55","18.1","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-05","7.61","0.04","0.0","0.0","65","57","16.1","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-06","19.01","0.51","0.0","0.0","65","56","36.0","40.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-07","15.21","0.32","0.0","0.0","59","50","38.9","48.1","    1",,"    1",,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-08","9.84","0.00","0.0","0.0","67","49","25.9","31.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-09","6.04","0.00","0.0","0.0","68","51","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-10","5.82","0.00","0.0","0.0","70","55","17.0","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-11","12.08","0.53","0.0","0.0","66","52","35.1","40.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-12","7.83","0.00","0.0","0.0","61","47","23.0","31.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-13","9.84","0.00","0.0","0.0","63","50","18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-14","9.62","0.00","0.0","0.0","66","58","18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-15","6.26","0.00","0.0","0.0","69","54","16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-16","6.26","0.00","0.0","0.0","74","56","11.0",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-17","5.82","0.00","0.0","0.0","73","58","14.1","17.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-18","7.38","0.00","0.0","0.0","66","58","19.9","30.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-19","6.26","0.00","0.0","0.0","67","57","14.1","17.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-20","6.93","0.00","0.0","0.0","66","57","16.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-21","7.61","0.00","0.0","0.0","66","57","19.9","23.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-22","11.41","0.00","0.0","0.0","69","54","29.1","36.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-23","7.38","0.00","0.0","0.0","76","54","21.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-24","6.49","0.00","0.0","0.0","77","53","17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-25","6.04","0.00","0.0","0.0","71","52","16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-26","6.93","0.00","0.0","0.0","70","56","16.1","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-27","6.93","0.00","0.0","0.0","67","58","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-28","14.54","0.06","0.0","0.0","62","55","38.9","44.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-29","12.08","0.00","0.0","0.0","63","50","29.1","33.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-30","7.83","0.00","0.0","0.0","63","50","19.9","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-31","9.84","0.00","0.0","0.0","66","49","28.0","32.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-01","7.16","0.00","0.0","0.0","67","53","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-02","6.71","0.00","0.0","0.0","69","54","16.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-03","6.71","0.00","0.0","0.0","66","54","18.1","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-04","6.93","0.00","0.0","0.0","71","53","15.0","18.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-05","5.82","0.00","0.0","0.0","75","56","14.1","16.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-06","6.71","0.00","0.0","0.0","74","57","19.9","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-07","4.92","0.05","0.0","0.0","65","58","17.0","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-08","4.25","0.14","0.0","0.0","61","58","8.9","14.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-09","6.04","0.10","0.0","0.0","65","59","16.1","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-10","6.93","0.00","0.0","0.0","68","58","19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-11","7.16","0.00","0.0","0.0","69","58","19.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-12","7.38","0.00","0.0","0.0","69","56","18.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-13","7.61","0.00","0.0","0.0","67","57","21.0","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-14","8.05","0.00","0.0","0.0","68","55","23.0","31.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-15","14.54","0.00","0.0","0.0","79","60","36.0","49.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-16","9.17","0.00","0.0","0.0","79","59","25.9","32.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-17","7.83","0.00","0.0","0.0","84","56","21.0","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-18","5.82","0.00","0.0","0.0","83","58","15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-19","4.92","0.00","0.0","0.0","83","61","14.1","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-20","7.61","0.00","0.0","0.0","81","59","18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-21","9.62","0.00","0.0","0.0","72","57","21.9","29.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-22","12.97","0.00","0.0","0.0","69","58","32.0","36.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-23","10.51","0.00","0.0","0.0","72","55","25.9","32.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-24","10.29","0.00","0.0","0.0","71","56","25.1","29.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-25","15.21","0.00","0.0","0.0","65","54","44.1","51.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-26","8.50","0.00","0.0","0.0","67","51","16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-27","12.08","0.00","0.0","0.0","67","55","29.1","36.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-28","7.38","0.00","0.0","0.0","65","54","18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-29","8.72","0.00","0.0","0.0","67","55","18.1","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-30","7.83","0.00","0.0","0.0","65","55","18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-01","7.61","0.00","0.0","0.0","70","55","18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-02","9.40","0.00","0.0","0.0","66","57","21.0","23.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-03","7.83","0.00","0.0","0.0","69","57","18.1","25.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-04","7.16","0.00","0.0","0.0","65","56","18.1","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-05","7.38","0.03","0.0","0.0","68","57","16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-06","7.83","0.00","0.0","0.0","68","57","17.0","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-07","8.05","0.56","0.0","0.0","67","57","17.0","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-08","9.84","0.00","0.0","0.0","68","58","19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-09","7.16","0.00","0.0","0.0","66","58","17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-10","7.38","0.00","0.0","0.0","68","56","17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-11","8.72","0.00","0.0","0.0","67","57","19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-12","7.38","0.00","0.0","0.0","66","57","17.0","23.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-13","7.38","0.00","0.0","0.0","70","59","15.0","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-14","7.61","0.00","0.0","0.0","67","61","16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-15","7.83","0.00","0.0","0.0","70","61","16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-16","7.61","0.00","0.0","0.0","69","61","16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-17","9.17","0.00","0.0","0.0","69","61","18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-18","7.16","0.00","0.0","0.0","64","60","15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-19","7.16","0.00","0.0","0.0","68","60","18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-20","10.29","0.00","0.0","0.0","67","57","17.0","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-21","10.51","0.00","0.0","0.0","66","56","23.0","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-22","10.07","0.00","0.0","0.0","68","53","21.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-23","8.05","0.00","0.0","0.0","71","56","19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-24","8.95","0.00","0.0","0.0","67","58","21.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-25","9.17","0.00","0.0","0.0","67","57","17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-26","7.83","0.00","0.0","0.0","69","55","19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-27","7.38","0.00","0.0","0.0","68","58","18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-28","7.61","0.00","0.0","0.0","67","59","17.0","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-29","9.62","0.00","0.0","0.0","69","59","18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-30","8.28","0.00","0.0","0.0","69","58","18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-31","4.92","0.00","0.0","0.0","69","59","14.1","18.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-01","6.71","0.00","0.0","0.0","69","60","15.0","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-02","7.83","0.00","0.0","0.0","68","57","16.1","19.9","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-03","6.71","0.00","0.0","0.0","73","58","16.1","19.0","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-04","7.83","0.00","0.0","0.0","67","57","15.0","19.9","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-05","8.05","0.00","0.0","0.0","63","56","16.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-06","8.28","0.00","0.0","0.0","68","57","15.0","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-07","8.05","0.00","0.0","0.0","69","59","18.1","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-08","6.93","0.00","0.0","0.0","71","59","17.0","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-09","7.61","0.00","0.0","0.0","68","60","14.1","19.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-10","6.93","0.00","0.0","0.0","71","60","14.1","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-11","8.28","0.00","0.0","0.0","71","62","15.0","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-12","8.95","0.00","0.0","0.0","69","60","15.0","19.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-13","10.51","0.00","0.0","0.0","69","59","23.0","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-14","6.26","0.00","0.0","0.0","68","59","16.1","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-15","9.17","0.00","0.0","0.0","69","61","21.0","25.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-16","8.72","0.00","0.0","0.0","71","57","17.0","21.9",,"    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-17","8.28","0.00","0.0","0.0","76","60","18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-18","7.61","0.00","0.0","0.0","77","61","21.9","27.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-19","8.50","0.00","0.0","0.0","85","64","21.9","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-20","8.72","0.00","0.0","0.0","95","67","21.0","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-21","8.95","0.00","0.0","0.0","83","64","16.1","23.0","    1","    1",,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-22","7.61","0.00","0.0","0.0","75","63","16.1","19.9","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-23","8.05","0.00","0.0","0.0","75","64","16.1","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-24","6.04","0.00","0.0","0.0","73","63","17.0","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-25","6.93","0.00","0.0","0.0","74","65","14.1","19.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-26","7.61","0.00","0.0","0.0","73","65","17.0","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-27","7.83","0.00","0.0","0.0","78","65","15.0","19.0","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-28","8.50","0.00","0.0","0.0","76","66","17.0","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-29","7.16","0.00","0.0","0.0","75","65","18.1","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-30","7.61","0.00","0.0","0.0","76","66","16.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-01","7.83","0.00","0.0","0.0","75","66","16.1","19.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-02","7.61","0.00","0.0","0.0","74","64","16.1","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-03","8.72","0.00","0.0","0.0","73","64","17.0","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-04","11.41","0.00","0.0","0.0","72","64","21.0","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-05","11.18","0.00","0.0","0.0","74","64","21.0","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-06","8.50","0.00","0.0","0.0","74","64","17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-07","8.50","0.00","0.0","0.0","75","64","18.1","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-08","7.83","0.00","0.0","0.0","75","65","18.1",,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-09","7.38","0.00","0.0","0.0","76","63","17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-10","7.61","0.00","0.0","0.0","76","66","19.9","23.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-11","8.05","0.00","0.0","0.0","77","64","16.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-12","8.95","0.00","0.0","0.0","74","66","21.0","25.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-13","8.50","0.00","0.0","0.0","76","65","19.9","25.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-14","8.28","0.00","0.0","0.0","75","64","16.1","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-15","8.95","0.00","0.0","0.0","75","63","16.1","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-07-16","8.95","0.00","0.0","0.0","75","64","18.1","21.9",,,,,,"    1",,,,,
