"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT11","WT13","WT14","WT16"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-03-21","10.51","0.01","0.0","0.0","64","54","25.1","34.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-03-22","12.53","0.00","0.0","0.0","61","51","29.1","36.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-03-23","8.95","0.00","0.0","0.0","66","48","23.0","27.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-03-24","13.20","0.00","0.0","0.0","65","50","28.0","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-03-25","13.42","0.00","0.0","0.0","65","50","28.0","35.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-03-26","15.88","0.00","0.0","0.0","65","52","32.0","38.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-03-27","23.49","0.00","0.0","0.0","62","51","38.9","45.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-03-28","20.80","0.00","0.0","0.0","59","49","32.0","40.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-03-29","9.84","0.00","0.0","0.0","64","47","21.9","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-03-30","10.96","0.00","0.0","0.0","62","49","21.0","27.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-03-31","12.53","0.00","0.0","0.0","63","53","28.0","35.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-01","14.09","0.00","0.0","0.0","62","53","21.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-02","10.51","0.00","0.0","0.0","67","52","28.0","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-03","11.86","0.00","0.0","0.0","62","51","23.0","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-04","16.78","0.00","0.0","0.0","66","52","25.1","29.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-05","6.26","0.00","0.0","0.0","79","50","23.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-06","2.91","0.00","0.0","0.0","86","56","8.9","10.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-07","8.28","0.00","0.0","0.0","73","60","19.9","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-08","7.61","0.31","0.0","0.0","67","59","16.1","18.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-09","6.49","0.20","0.0","0.0","65","57","15.0","17.0","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-10","8.72","0.09","0.0","0.0","58","55","15.0","19.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-11","6.71","0.00","0.0","0.0","64","54","15.0","18.1",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-12","17.90","0.00","0.0","0.0","61","54","32.0","38.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-13","14.54","0.00","0.0","0.0","64","53","28.0","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-14","19.01","0.03","0.0","0.0","63","50","33.1","40.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-15","13.42","0.00","0.0","0.0","66","49","32.0","36.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-16","6.93","0.00","0.0","0.0","79","51","21.0","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-17","5.14","0.00","0.0","0.0","83","54","16.1","17.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-18","7.38","0.00","0.0","0.0","82","56","23.9","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-19","7.61","0.00","0.0","0.0","80","57","23.0","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-20","6.71","0.00","0.0","0.0","75","52","19.9","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-21","10.74","0.00","0.0","0.0","70","60","23.9","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-22","15.88","0.15","0.0","0.0","62","53","29.1","36.9","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-23","14.99","0.00","0.0","0.0","63","51","30.0","35.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-24","24.83","0.00","0.0","0.0","64","50","48.1","57.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-25","19.91","0.00","0.0","0.0","63","47","36.9","42.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-26","16.55","0.00","0.0","0.0","62","47","36.9","44.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-27","19.24","0.04","0.0","0.0","60","49","38.9","48.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-28","18.12","0.00","0.0","0.0","63","48","36.0","40.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-29","19.46","0.00","0.0","0.0","60","48","44.1","51.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-04-30","15.66","0.00","0.0","0.0","71","49","25.9","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-01","5.59","0.00","0.0","0.0","80","54","16.1","19.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-02","11.18","0.00","0.0","0.0","65","51","23.0","27.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-03","14.09","0.00","0.0","0.0","65","51","23.9","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-04","9.40","0.00","0.0","0.0","67","52","19.9","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-05","9.62","0.00","0.0","0.0","67","54","18.1","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-06","8.50","0.03","0.0","0.0","58","54","18.1","21.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-07","8.05","0.01","0.0","0.0","63","54","15.0","18.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-08","10.51","0.01","0.0","0.0","67","55","19.9","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-09","10.51","0.00","0.0","0.0","68","52","21.0","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-10","9.62","0.00","0.0","0.0","67","52","25.1","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-11","11.41","0.00","0.0","0.0","66","52","23.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-12","13.65","0.00","0.0","0.0","65","53","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-13","12.08","0.00","0.0","0.0","66","55","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-14","9.84","0.00","0.0","0.0","71","54","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-15","21.47","0.00","0.0","0.0","66","56","33.1","40.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-16","14.09","0.00","0.0","0.0","71","54","30.0","35.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-17","9.62","0.00","0.0","0.0","87","54","25.1","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-18","11.63","0.00","0.0","0.0","73","56","29.1","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-19","23.94","0.00","0.0","0.0","64","53","52.1","59.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-20","21.70","0.00","0.0","0.0","62","52","33.1","40.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-21","12.30","0.00","0.0","0.0","64","54","21.9","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-22","12.30","0.00","0.0","0.0","65","55","23.0","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-23","14.32","0.00","0.0","0.0","66","54","23.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-24","15.21","0.00","0.0","0.0","65","56","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-25","13.87","0.00","0.0","0.0","65","56","25.1","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-26","11.18","0.00","0.0","0.0","70","55","25.9","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-27","10.29","0.00","0.0","0.0","73","53","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-28","9.84","0.00","0.0","0.0","79","56","21.0","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-29","10.29","0.00","0.0","0.0","72","53","21.9","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-30","11.41","0.00","0.0","0.0","70","53","23.9","27.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-05-31","11.86","0.00","0.0","0.0","73","53","21.0",,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-01","10.51","0.00","0.0","0.0","75","53","21.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-02","10.74","0.00","0.0","0.0","72","54","23.0","25.9","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-03","9.62","0.00","0.0","0.0","87","56","23.0","27.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-04","10.96","0.00","0.0","0.0","74","56","21.9","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-05","12.97","0.00","0.0","0.0","72","53","28.0","35.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-06","13.65","0.00","0.0","0.0","71","53","25.1","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-07","13.20","0.00","0.0","0.0","70","57","25.9","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-08","15.43","0.00","0.0","0.0","69","58","25.1","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-09","16.11","0.00","0.0","0.0","64","57","31.1","36.0","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-10","21.92","0.00","0.0","0.0","68","54","32.0","38.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-11","10.29","0.00","0.0","0.0","80","51","29.1","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-12","8.72","0.00","0.0","0.0","76","58","21.9","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-13","17.67","0.00","0.0","0.0","66","55","40.0","49.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-14","24.61","0.00","0.0","0.0","65","55","40.9","50.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-15","15.66","0.00","0.0","0.0","66","53","33.1","38.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-16","9.40","0.00","0.0","0.0","74","56","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-17","10.29","0.00","0.0","0.0","72","58","19.9","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-18","13.87","0.00","0.0","0.0","72","56","29.1","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-19","11.63","0.00","0.0","0.0","84","57","28.0","35.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-20","17.22","0.00","0.0","0.0","72","55","31.1","36.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-21","13.20","0.00","0.0","0.0","78","55","29.1","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-22","14.32","0.00","0.0","0.0","65","55","25.1","35.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-23","21.70","0.00","0.0","0.0","73","54","38.0","44.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-24","16.78","0.00","0.0","0.0","73","54","29.1","33.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-25","14.32","0.00","0.0","0.0","77","55","30.0","36.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-26","17.67","0.00","0.0","0.0","72","54","32.0","36.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-27","18.34","0.00","0.0","0.0","70","52","32.0","36.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-28","19.24","0.00","0.0","0.0","67","52","29.1","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-29","13.87","0.00","0.0","0.0","63","52","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-06-30","12.75","0.00","0.0","0.0","73","53","25.9","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-01","11.63","0.00","0.0","0.0","70","54","19.9","23.9","    1",,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-02","7.61","0.00","0.0","0.0","74","54","15.0","18.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-03","8.72","0.00","0.0","0.0","74","54","16.1","18.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-04","10.07","0.00","0.0","0.0","73","55","23.0","27.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-05","10.96","0.00","0.0","0.0","67","55","25.1","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-06","12.97","0.00","0.0","0.0","67","54","25.1","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-07","15.21","0.00","0.0","0.0","63","55","28.0","33.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-08","14.32","0.00","0.0","0.0","69","56","25.9","30.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-09","15.88","0.00","0.0","0.0","72","58","28.0","35.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-10","18.79","0.00","0.0","0.0","73","56","30.0","36.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-11","16.11","0.00","0.0","0.0","69","55","32.0","36.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-12","15.88","0.00","0.0","0.0","69","55","25.1","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-13","12.30","0.00","0.0","0.0","77","55","25.1","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-14","14.99","0.00","0.0","0.0","68","54","28.0","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-15","9.40","0.00","0.0","0.0","73","54","21.9","27.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-16","7.83","0.00","0.0","0.0","73","55","18.1","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-17","12.53","0.00","0.0","0.0","71","55","28.0","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-18","14.76","0.00","0.0","0.0","69","56","25.9","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-19","16.33","0.00","0.0","0.0","69","55","29.1","36.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-20","17.22","0.00","0.0","0.0","68","56","31.1","36.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-21","16.55","0.00","0.0","0.0","70","56","31.1","36.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-22","15.43","0.00","0.0","0.0","70","54","30.0","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-23","15.43","0.00","0.0","0.0","72","56","31.1","36.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-24","14.54","0.00","0.0","0.0","69","56","25.9","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-25","10.51","0.00","0.0","0.0","72","54","21.9","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-26","10.96","0.00","0.0","0.0","81","53","23.0","27.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-27","14.99","0.00","0.0","0.0","72","54","25.9","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-28","14.99","0.00","0.0","0.0","69","53","25.9","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-29","15.21","0.00","0.0","0.0","69","53","28.0","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-30","12.75","0.00","0.0","0.0","73","54","23.0","28.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-07-31","9.62","0.00","0.0","0.0","76","56","25.1","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-01","12.30","0.00","0.0","0.0","74","57","28.0","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-02","12.30","0.00","0.0","0.0","69","56","23.9","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-03","10.74","0.00","0.0","0.0","73","54","25.9","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-04","12.30","0.00","0.0","0.0","67","56","21.0","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-05","11.18","0.00","0.0","0.0","69","55","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-06","13.87","0.00","0.0","0.0","68","56","25.9","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-07","12.53","0.00","0.0","0.0","70","56","23.0","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-08","11.86","0.00","0.0","0.0","73","56","30.0","38.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-09","10.74","0.00","0.0","0.0","76","57","23.9","27.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-10","10.07","0.00","0.0","0.0","74","56","23.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-11","9.84","0.00","0.0","0.0","73","57","23.9","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-12","12.30","0.00","0.0","0.0","69","54","25.1","29.1",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-13","14.32","0.00","0.0","0.0","70","53","25.1","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-14","16.78","0.00","0.0","0.0","70","54","28.0","33.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-15","11.86","0.00","0.0","0.0","70","55","23.0","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-16","13.42","0.00","0.0","0.0","68","55","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-17","11.86","0.00","0.0","0.0","70","55","23.0","27.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-18","9.62","0.00","0.0","0.0","73","58","19.9","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-19","10.29","0.00","0.0","0.0","73","58","23.0","27.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-20","14.09","0.00","0.0","0.0","69","58","25.1","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-21","13.42","0.00","0.0","0.0","69","58","25.9","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-22","12.75","0.00","0.0","0.0","69","58","25.9","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-23","10.07","0.00","0.0","0.0","73","57","23.9","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-24","13.65","0.00","0.0","0.0","68","57","28.0","32.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-25","10.51","0.00","0.0","0.0","70","56","23.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-26","8.05","0.00","0.0","0.0","72","59","21.0","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-27","8.72","0.00","0.0","0.0","72","61","19.9","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-28","10.74","0.00","0.0","0.0","72","59","23.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-29","14.99","0.00","0.0","0.0","71","57","25.9","34.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-30","17.45","0.00","0.0","0.0","73","60","36.9","42.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2016-08-31","19.01","0.00","0.0","0.0","71","59","36.9","44.1",,,,,,,,,,,,
